OBJECTID,ADMIN_ID3,NAME1,NAME_ENG1,NAME2,NAME_ENG2,NAME3,NAME_ENG3,ADMIN_ID1,ADMIN_ID2,TYPE,VERSION,POP_YEAR,POPULATION,MALE,FEMALE,HOUSE,Shape__Area,Shape__Length
6248,760303,เพชรบุรี,PHETCHABURI,หนองหญ้าปล้อง,NONG YA PLONG,ยางน้ำกลัดใต้,YANG NAM KLAT TAI,76,7603,1,2023-10N,2020,2908,1485,1423,1118,0.020522021206375,1.0984172863007
6249,760304,เพชรบุรี,PHETCHABURI,หนองหญ้าปล้อง,NONG YA PLONG,ท่าตะคร้อ,THA TAKHRO,76,7603,1,2023-10N,2020,4115,2026,2089,1581,0.00696554435330654,0.452063249240039
6250,760401,เพชรบุรี,PHETCHABURI,ชะอำ,CHA-AM,ชะอำ,CHA-AM,76,7604,1,2023-10N,2020,40003,19263,20740,45786,0.00926592698829154,0.548364611131759
6251,760402,เพชรบุรี,PHETCHABURI,ชะอำ,CHA-AM,บางเก่า,BANG KAO,76,7604,1,2023-10N,2020,3828,1938,1890,1787,0.00201710245255526,0.214016800561072
6252,760403,เพชรบุรี,PHETCHABURI,ชะอำ,CHA-AM,นายาง,NA YANG,76,7604,1,2023-10N,2020,3782,1813,1969,1264,0.00211449652749707,0.219555377326766
6253,760404,เพชรบุรี,PHETCHABURI,ชะอำ,CHA-AM,เขาใหญ่,KHAO YAI,76,7604,1,2023-10N,2020,9922,4782,5140,4009,0.00798155589075122,0.542357265707938
6254,760405,เพชรบุรี,PHETCHABURI,ชะอำ,CHA-AM,หนองศาลา,NONG SALA,76,7604,1,2023-10N,2020,2540,1242,1298,795,0.00178688900564339,0.221256997465655
6255,760406,เพชรบุรี,PHETCHABURI,ชะอำ,CHA-AM,ห้วยทรายเหนือ,HUAI SAI NUEA,76,7604,1,2023-10N,2020,4300,2136,2164,1606,0.00481063004724547,0.347252847587758
6256,760407,เพชรบุรี,PHETCHABURI,ชะอำ,CHA-AM,ไร่ใหม่พัฒนา,RAI MAI PHATTHANA,76,7604,1,2023-10N,2020,5975,2955,3020,2047,0.00857106164005472,0.55536032726917
6257,760408,เพชรบุรี,PHETCHABURI,ชะอำ,CHA-AM,สามพระยา,SAM PHRAYA,76,7604,1,2023-10N,2020,5318,2620,2698,2268,0.00776946410974233,0.417304004805956
6258,760409,เพชรบุรี,PHETCHABURI,ชะอำ,CHA-AM,ดอนขุนห้วย,DON KHUN HUAI,76,7604,1,2023-10N,2020,5178,2513,2665,1757,0.00344968065053308,0.301988983241464
6259,760501,เพชรบุรี,PHETCHABURI,ท่ายาง,THA YANG,ท่ายาง,THA YANG,76,7605,1,2023-10N,2020,17632,8336,9296,7726,0.00342274982222079,0.348272666873228
6260,760502,เพชรบุรี,PHETCHABURI,ท่ายาง,THA YANG,ท่าคอย,THA KHOI,76,7605,1,2023-10N,2020,12762,6108,6654,4600,0.00315338669258836,0.367761376406192
6261,760503,เพชรบุรี,PHETCHABURI,ท่ายาง,THA YANG,ยางหย่อง,YANG YONG,76,7605,1,2023-10N,2020,3269,1546,1723,1202,0.000748132491253273,0.156149998607621
6262,760504,เพชรบุรี,PHETCHABURI,ท่ายาง,THA YANG,หนองจอก,NONG CHOK,76,7605,1,2023-10N,2020,7399,3536,3863,2372,0.00350628079149828,0.361154336246178
6263,760505,เพชรบุรี,PHETCHABURI,ท่ายาง,THA YANG,มาบปลาเค้า,MAP PLA KHAO,76,7605,1,2023-10N,2020,4046,1937,2109,1225,0.0010212950528512,0.182615658673396
6264,760506,เพชรบุรี,PHETCHABURI,ท่ายาง,THA YANG,ท่าไม้รวก,THA MAI RUAK,76,7605,1,2023-10N,2020,9164,4501,4663,3174,0.0100210156313096,0.58127610115693
6265,760507,เพชรบุรี,PHETCHABURI,ท่ายาง,THA YANG,วังไคร้,WANG KHRAI,76,7605,1,2023-10N,2020,5371,2614,2757,2028,0.00276946229234909,0.353729359838421
6266,760511,เพชรบุรี,PHETCHABURI,ท่ายาง,THA YANG,กลัดหลวง,KLAT LUANG,76,7605,1,2023-10N,2020,7166,3547,3619,3642,0.0112450114950207,0.793001855407488
6267,760512,เพชรบุรี,PHETCHABURI,ท่ายาง,THA YANG,ปึกเตียน,PUEK TIAN,76,7605,1,2023-10N,2020,2042,973,1069,2762,0.00160019289091906,0.175181582942772
6268,760513,เพชรบุรี,PHETCHABURI,ท่ายาง,THA YANG,เขากระปุก,KHAO KRAPUK,76,7605,1,2023-10N,2020,7876,3875,4001,2626,0.017622384270453,1.04224414562667
6269,760514,เพชรบุรี,PHETCHABURI,ท่ายาง,THA YANG,ท่าแลง,THA LAENG,76,7605,1,2023-10N,2020,6211,2979,3232,2158,0.00415536069669997,0.398491154960312
6270,760515,เพชรบุรี,PHETCHABURI,ท่ายาง,THA YANG,บ้านในดง,BAN NAI DONG,76,7605,1,2023-10N,2020,2809,1364,1445,836,0.00121255500175721,0.16890534409119
6271,760601,เพชรบุรี,PHETCHABURI,บ้านลาด,BAN LAT,บ้านลาด,BAN LAT,76,7606,1,2023-10N,2020,3677,1696,1981,1655,0.000311772950226441,0.154863962594922
6272,760602,เพชรบุรี,PHETCHABURI,บ้านลาด,BAN LAT,บ้านหาด,BAN HAT,76,7606,1,2023-10N,2020,3545,1694,1851,1368,0.000732316484686635,0.125105040365309
6273,760603,เพชรบุรี,PHETCHABURI,บ้านลาด,BAN LAT,บ้านทาน,BAN THAN,76,7606,1,2023-10N,2020,2497,1200,1297,737,0.00209693680835699,0.283763665945023
6274,760604,เพชรบุรี,PHETCHABURI,บ้านลาด,BAN LAT,ตำหรุ,TAMRU,76,7606,1,2023-10N,2020,2877,1357,1520,888,0.000739643442443594,0.167477366952885
6275,760605,เพชรบุรี,PHETCHABURI,บ้านลาด,BAN LAT,สมอพลือ,SAMO PHLUE,76,7606,1,2023-10N,2020,2495,1132,1363,963,0.000468844468400675,0.0909747302348008
6276,760606,เพชรบุรี,PHETCHABURI,บ้านลาด,BAN LAT,ไร่มะขาม,RAI MAKHAM,76,7606,1,2023-10N,2020,2881,1386,1495,867,0.00114586211088863,0.198868062299456
6277,760607,เพชรบุรี,PHETCHABURI,บ้านลาด,BAN LAT,ท่าเสน,THA SEN,76,7606,1,2023-10N,2020,3631,1672,1959,1361,0.000632839047170819,0.186860121174743
6278,760608,เพชรบุรี,PHETCHABURI,บ้านลาด,BAN LAT,หนองกระเจ็ด,NONG KRACHET,76,7606,1,2023-10N,2020,2528,1209,1319,764,0.000810951305084018,0.14529291645111
6279,760609,เพชรบุรี,PHETCHABURI,บ้านลาด,BAN LAT,หนองกะปุ,NONG KAPU,76,7606,1,2023-10N,2020,4195,2002,2193,1313,0.00270398799113991,0.376915377076101
6280,760610,เพชรบุรี,PHETCHABURI,บ้านลาด,BAN LAT,ลาดโพธิ์,LAT PHO,76,7606,1,2023-10N,2020,1226,592,634,431,0.000333084080239132,0.0992225594257025
6281,760611,เพชรบุรี,PHETCHABURI,บ้านลาด,BAN LAT,สะพานไกร,SAPHAN KRAI,76,7606,1,2023-10N,2020,815,392,423,262,0.000114228920097048,0.0554622844464952
6282,760612,เพชรบุรี,PHETCHABURI,บ้านลาด,BAN LAT,ไร่โคก,RAI KHOK,76,7606,1,2023-10N,2020,3476,1652,1824,1008,0.00138683292891528,0.19014422271765
6283,760613,เพชรบุรี,PHETCHABURI,บ้านลาด,BAN LAT,โรงเข้,RONG KHE,76,7606,1,2023-10N,2020,2225,1065,1160,703,0.00102252812848747,0.154943194993251
6284,760614,เพชรบุรี,PHETCHABURI,บ้านลาด,BAN LAT,ไร่สะท้อน,RAI SATHON,76,7606,1,2023-10N,2020,5058,2450,2608,1594,0.00116484006264272,0.154227011334841
6285,760615,เพชรบุรี,PHETCHABURI,บ้านลาด,BAN LAT,ห้วยข้อง,HUAI KHONG,76,7606,1,2023-10N,2020,1189,586,603,394,0.00220822145581678,0.327277652944433
6286,760616,เพชรบุรี,PHETCHABURI,บ้านลาด,BAN LAT,ท่าช้าง,THA CHANG,76,7606,1,2023-10N,2020,2758,1298,1460,898,0.000775130522242762,0.140076415587414
6287,760617,เพชรบุรี,PHETCHABURI,บ้านลาด,BAN LAT,ถ้ำรงค์,THAM RONG,76,7606,1,2023-10N,2020,3357,1650,1707,1045,0.000794343632833261,0.1490146172418
6288,760618,เพชรบุรี,PHETCHABURI,บ้านลาด,BAN LAT,ห้วยลึก,HUAI LUEK,76,7606,1,2023-10N,2020,3517,1749,1768,1128,0.00434041396590601,0.359276870516221
6289,760701,เพชรบุรี,PHETCHABURI,บ้านแหลม,BAN LAEM,บ้านแหลม,BAN LAEM,76,7607,1,2023-10N,2020,14293,6936,7357,5223,0.0026692346228856,0.247018896787001
6290,760702,เพชรบุรี,PHETCHABURI,บ้านแหลม,BAN LAEM,บางขุนไทร,BANG KHUN SAI,76,7607,1,2023-10N,2020,7157,3561,3596,1996,0.00185636266508027,0.203670357679951
6291,760703,เพชรบุรี,PHETCHABURI,บ้านแหลม,BAN LAEM,ปากทะเล,PAK THALE,76,7607,1,2023-10N,2020,2449,1233,1216,670,0.000999485779516363,0.159848395745109
6292,760704,เพชรบุรี,PHETCHABURI,บ้านแหลม,BAN LAEM,บางแก้ว,BANG KAEO,76,7607,1,2023-10N,2020,4880,2351,2529,1480,0.00164496733623309,0.22391832636245
6293,760705,เพชรบุรี,PHETCHABURI,บ้านแหลม,BAN LAEM,แหลมผักเบี้ย,LAEM PHAK BIA,76,7607,1,2023-10N,2020,2429,1176,1253,1034,0.0018538475862897,0.202171121524949
6294,760706,เพชรบุรี,PHETCHABURI,บ้านแหลม,BAN LAEM,บางตะบูน,BANG TABUN,76,7607,1,2023-10N,2020,3680,1813,1867,1297,0.00215681139366097,0.363400196952652
6295,760707,เพชรบุรี,PHETCHABURI,บ้านแหลม,BAN LAEM,บางตะบูนออก,BANG TABUN OK,76,7607,1,2023-10N,2020,2810,1365,1445,1026,0.00128145044459416,0.224677480552401
6296,760708,เพชรบุรี,PHETCHABURI,บ้านแหลม,BAN LAEM,บางครก,BANG KHROK,76,7607,1,2023-10N,2020,7129,3399,3730,2494,0.00279276165611009,0.303101691627583
6297,760709,เพชรบุรี,PHETCHABURI,บ้านแหลม,BAN LAEM,ท่าแร้ง,THA RAENG,76,7607,1,2023-10N,2020,5109,2503,2606,1427,0.000868820836785744,0.192759690708828
6298,760710,เพชรบุรี,PHETCHABURI,บ้านแหลม,BAN LAEM,ท่าแร้งออก,THA RAENG OK,76,7607,1,2023-10N,2020,3248,1594,1654,892,0.000562499238299097,0.134748195491435
6299,760801,เพชรบุรี,PHETCHABURI,แก่งกระจาน,KAENG KRACHAN,แก่งกระจาน,KAENG KRACHAN,76,7608,1,2023-10N,2020,8049,4163,3886,4890,0.0317220915818552,1.20544065522336
6300,760802,เพชรบุรี,PHETCHABURI,แก่งกระจาน,KAENG KRACHAN,สองพี่น้อง,SONG PHI NONG,76,7608,1,2023-10N,2020,5182,2810,2372,2346,0.0142800096913334,0.818374862721957
6301,760803,เพชรบุรี,PHETCHABURI,แก่งกระจาน,KAENG KRACHAN,วังจันทร์,WANG CHAN,76,7608,1,2023-10N,2020,5157,2558,2599,2208,0.00715959646754527,0.484815156878751
6302,760804,เพชรบุรี,PHETCHABURI,แก่งกระจาน,KAENG KRACHAN,ป่าเด็ง,PA DENG,76,7608,1,2023-10N,2020,7213,3736,3477,2729,0.0344777723597645,0.95850060427192
6303,760805,เพชรบุรี,PHETCHABURI,แก่งกระจาน,KAENG KRACHAN,พุสวรรค์,PHU SAWAN,76,7608,1,2023-10N,2020,3541,1772,1769,1384,0.00584055502804404,0.440055205146063
6304,760806,เพชรบุรี,PHETCHABURI,แก่งกระจาน,KAENG KRACHAN,ห้วยแม่เพรียง,HUAI MAE PHRIANG,76,7608,1,2023-10N,2020,4103,2165,1938,1609,0.121405262558369,2.13453450626996
6305,770101,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,เมืองประจวบคีรีขันธ์,MUEANG PRACHUAP KHIRI KHAN,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,77,7701,1,2023-10N,2020,18174,8413,9761,10866,0.00118609044795903,0.223551071351432
6306,770102,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,เมืองประจวบคีรีขันธ์,MUEANG PRACHUAP KHIRI KHAN,เกาะหลัก,KO LAK,77,7701,2,2023-10N,2020,15447,8081,7366,6424,0.0079028563736756,0.633276271030905
6307,770103,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,เมืองประจวบคีรีขันธ์,MUEANG PRACHUAP KHIRI KHAN,คลองวาฬ,KHLONG WAN,77,7701,2,2023-10N,2020,15058,7399,7659,6284,0.00637647554276555,0.543013378206628
6308,770104,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,เมืองประจวบคีรีขันธ์,MUEANG PRACHUAP KHIRI KHAN,ห้วยทราย,HUAI SAI,77,7701,1,2023-10N,2020,9775,4807,4968,4016,0.00951058376222136,0.539663160284332
6309,770105,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,เมืองประจวบคีรีขันธ์,MUEANG PRACHUAP KHIRI KHAN,อ่าวน้อย,AO NOI,77,7701,1,2023-10N,2020,25246,12441,12805,9474,0.0287512416031177,0.875471070750377
6310,770106,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,เมืองประจวบคีรีขันธ์,MUEANG PRACHUAP KHIRI KHAN,บ่อนอก,BO NOK,77,7701,1,2023-10N,2020,7553,3729,3824,3143,0.0163690308497735,0.877329861296571
6311,770201,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,กุยบุรี,KUI BURI,กุยบุรี,KUI BURI,77,7702,1,2023-10N,2020,10396,5003,5393,4628,0.00574782884359593,0.480995555527158
6312,770202,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,กุยบุรี,KUI BURI,กุยเหนือ,KUI NUEA,77,7702,1,2023-10N,2020,6856,3406,3450,2281,0.0047278061401812,0.401846533583231
6313,770203,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,กุยบุรี,KUI BURI,เขาแดง,KHAO DAENG,77,7702,1,2023-10N,2020,2197,1066,1131,754,0.00245243621100144,0.367191561056465
6314,770204,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,กุยบุรี,KUI BURI,ดอนยายหนู,DON YAI NU,77,7702,1,2023-10N,2020,3269,1586,1683,990,0.00306009911730598,0.275051088802177
6315,770206,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,กุยบุรี,KUI BURI,สามกระทาย,SAM KRATHAI,77,7702,1,2023-10N,2020,11211,5505,5706,3532,0.011363088091457,0.72067715670635
6316,770207,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,กุยบุรี,KUI BURI,หาดขาม,HAT KHAM,77,7702,1,2023-10N,2020,11196,5508,5688,3646,0.044469179384464,1.09309804654479
6317,770301,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,ทับสะแก,THAP SAKAE,ทับสะแก,THAP SAKAE,77,7703,1,2023-10N,2020,10092,4868,5224,4603,0.00174542102581654,0.264970423610565
6318,770302,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,ทับสะแก,THAP SAKAE,อ่างทอง,ANG THONG,77,7703,2,2023-10N,2020,9254,4636,4618,2934,0.00871288048824681,0.579733533018535
6319,770303,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,ทับสะแก,THAP SAKAE,นาหูกวาง,NA HU KWANG,77,7703,1,2023-10N,2020,8640,4324,4316,2750,0.0123005577646609,0.646107149216391
6320,770304,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,ทับสะแก,THAP SAKAE,เขาล้าน,KHAO LAN,77,7703,1,2023-10N,2020,8746,4327,4419,2680,0.00955792409524747,0.592559304058631
6321,770305,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,ทับสะแก,THAP SAKAE,ห้วยยาง,HUAI YANG,77,7703,1,2023-10N,2020,9093,4437,4656,3919,0.00884330801238775,0.471948461211833
6322,770306,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,ทับสะแก,THAP SAKAE,แสงอรุณ,SAENG ARUN,77,7703,1,2023-10N,2020,3897,1832,2065,1414,0.00399289701306316,0.304544536165397
6323,770401,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,บางสะพาน,BANG SAPHAN,กำเนิดนพคุณ,KAMNOET NOPPHAKHUN,77,7704,1,2023-10N,2020,9725,4819,4906,4618,0.00425806622774871,0.386896033450293
6324,770402,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,บางสะพาน,BANG SAPHAN,พงศ์ประศาสน์,PHONG PRASAT,77,7704,1,2023-10N,2020,10099,4960,5139,4484,0.0068878250006037,0.497260879227218
6325,770403,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,บางสะพาน,BANG SAPHAN,ร่อนทอง,RON THONG,77,7704,1,2023-10N,2020,16993,8500,8493,7258,0.0164990535788547,0.719037956371307
6326,770404,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,บางสะพาน,BANG SAPHAN,ธงชัย,THONG CHAI,77,7704,1,2023-10N,2020,10174,4981,5193,4766,0.00660789147127616,0.441984700082273
6327,770405,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,บางสะพาน,BANG SAPHAN,ชัยเกษม,CHAI KASEM,77,7704,1,2023-10N,2020,11696,5761,5935,4582,0.0147433560382524,0.670102989150279
6328,770406,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,บางสะพาน,BANG SAPHAN,ทองมงคล,THONG MONGKHON,77,7704,1,2023-10N,2020,10397,5147,5250,4159,0.0115264215174875,0.620076685193761
6329,770407,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,บางสะพาน,BANG SAPHAN,แม่รำพึง,MAE RAMPHUENG,77,7704,2,2023-10N,2020,7061,3490,3571,3733,0.00296156976571638,0.332626038370487
6330,770501,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,บางสะพานน้อย,BANG SAPHAN NOI,ปากแพรก,PAK PHRAEK,77,7705,2,2023-10N,2020,3590,1758,1832,1684,0.00346169067529445,0.459604305478263
6331,770502,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,บางสะพานน้อย,BANG SAPHAN NOI,บางสะพาน,BANG SAPHAN,77,7705,1,2023-10N,2020,7676,3822,3854,3548,0.00571953444318751,0.373875116402587
6332,770503,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,บางสะพานน้อย,BANG SAPHAN NOI,ทรายทอง,SAI THONG,77,7705,1,2023-10N,2020,7523,3767,3756,3257,0.0102917151347128,0.58906194068863
6333,770504,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,บางสะพานน้อย,BANG SAPHAN NOI,ช้างแรก,CHANG RAEK,77,7705,1,2023-10N,2020,10923,5493,5430,4968,0.0228998569683654,0.809357988327069
6334,770505,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,บางสะพานน้อย,BANG SAPHAN NOI,ไชยราช,CHAIYARAT,77,7705,1,2023-10N,2020,9932,4956,4976,4075,0.0151992543816277,0.742613138165323
6335,770601,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,ปราณบุรี,PRAN BURI,ปราณบุรี,PRAN BURI,77,7706,1,2023-10N,2020,7391,3590,3801,2851,0.00273894940050923,0.295113172281731
6336,770602,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,ปราณบุรี,PRAN BURI,เขาน้อย,KHAO NOI,77,7706,1,2023-10N,2020,25461,14940,10521,13825,0.00548380053203346,0.485573125653223
6337,770604,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,ปราณบุรี,PRAN BURI,ปากน้ำปราณ,PAK NAM PRAN,77,7706,1,2023-10N,2020,15160,7552,7608,8592,0.00302309773587695,0.389793124416663
6338,770607,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,ปราณบุรี,PRAN BURI,หนองตาแต้ม,NONG TA TAEM,77,7706,1,2023-10N,2020,12970,6399,6571,5404,0.0114084281353826,0.821417978811181
6339,770608,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,ปราณบุรี,PRAN BURI,วังก์พง,WANG PHONG,77,7706,1,2023-10N,2020,14505,6835,7670,7862,0.00393325442780679,0.373808513225063
6340,770609,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,ปราณบุรี,PRAN BURI,เขาจ้าว,KHAO CHAO,77,7706,1,2023-10N,2020,2504,1307,1197,1312,0.0267483744996753,1.54555628411519
6341,770701,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,หัวหิน,HUA HIN,หัวหิน,HUA HIN,77,7707,1,2023-10N,2020,46338,21467,24871,35303,0.00286897512728501,0.248789301501494
6342,770702,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,หัวหิน,HUA HIN,หนองแก,NONG KAE,77,7707,1,2023-10N,2020,18695,10296,8399,21704,0.00345978116376955,0.35359487261371
6343,770703,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,หัวหิน,HUA HIN,หินเหล็กไฟ,HIN LEK FAI,77,7707,1,2023-10N,2020,17131,7934,9197,11138,0.00775416300859888,0.416877795956122
6344,770704,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,หัวหิน,HUA HIN,หนองพลับ,NONG PHLAP,77,7707,1,2023-10N,2020,11289,5612,5677,5207,0.0190391528417422,0.84422676617308
6345,770705,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,หัวหิน,HUA HIN,ทับใต้,THAP TAI,77,7707,1,2023-10N,2020,16413,7792,8621,9357,0.0161084584888158,0.599182535563042
6346,770706,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,หัวหิน,HUA HIN,ห้วยสัตว์ใหญ่,HUAI SAT YAI,77,7707,1,2023-10N,2020,7435,3703,3732,2734,0.0263987232179943,1.04722371562775
6347,770707,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,หัวหิน,HUA HIN,บึงนคร,BUENG NAKHON,77,7707,1,2023-10N,2020,5090,2646,2444,2364,0.0220088119199318,0.965263722059504
6348,770801,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,สามร้อยยอด,SAM ROI YOT,สามร้อยยอด,SAM ROI YOT,77,7708,2,2023-10N,2020,7775,3810,3965,4029,0.0084761308414727,0.657535390145129
6349,770802,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,สามร้อยยอด,SAM ROI YOT,ศิลาลอย,SILA LOI,77,7708,1,2023-10N,2020,11098,5468,5630,3692,0.0249886292206156,1.46574243357166
6350,770803,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,สามร้อยยอด,SAM ROI YOT,ไร่เก่า,RAI KAO,77,7708,1,2023-10N,2020,12896,6374,6522,4842,0.0208478115335993,1.47249836868197
6351,770804,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,สามร้อยยอด,SAM ROI YOT,ศาลาลัย,SALA LAI,77,7708,1,2023-10N,2020,7577,3861,3716,2813,0.0125343366620427,1.24834777268091
6352,770805,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,สามร้อยยอด,SAM ROI YOT,ไร่ใหม่,RAI MAI,77,7708,1,2023-10N,2020,9061,4441,4620,3391,0.00938102960617471,0.753976653289824
6353,800101,นครศรีธรรมราช,NAKHON SI THAMMARAT,เมืองนครศรีธรรมราช,MUEANG NAKHON SI THAMMARAT,ในเมือง,NAI MUEANG,80,8001,1,2023-10N,2020,41988,19684,22304,19088,0.000639878147126183,0.128257799138678
6354,800102,นครศรีธรรมราช,NAKHON SI THAMMARAT,เมืองนครศรีธรรมราช,MUEANG NAKHON SI THAMMARAT,ท่าวัง,THA WANG,80,8001,1,2023-10N,2020,16647,7952,8695,7590,0.000247181197607915,0.0631529891405719
6355,800103,นครศรีธรรมราช,NAKHON SI THAMMARAT,เมืองนครศรีธรรมราช,MUEANG NAKHON SI THAMMARAT,คลัง,KHLANG,80,8001,1,2023-10N,2020,15957,7568,8389,8251,0.000168867347611013,0.052363971424719
6356,800106,นครศรีธรรมราช,NAKHON SI THAMMARAT,เมืองนครศรีธรรมราช,MUEANG NAKHON SI THAMMARAT,ท่าไร่,THA RAI,80,8001,1,2023-10N,2020,8328,4179,4149,2721,0.00387397298686665,0.327802676984241
6357,800107,นครศรีธรรมราช,NAKHON SI THAMMARAT,เมืองนครศรีธรรมราช,MUEANG NAKHON SI THAMMARAT,ปากนคร,PAK NAKHON,80,8001,1,2023-10N,2020,16138,7809,8329,7529,0.00265534725480165,0.366671011839347
6358,800108,นครศรีธรรมราช,NAKHON SI THAMMARAT,เมืองนครศรีธรรมราช,MUEANG NAKHON SI THAMMARAT,นาทราย,NA SAI,80,8001,1,2023-10N,2020,6686,3325,3361,2324,0.00190192468653549,0.274136195903085
6359,800112,นครศรีธรรมราช,NAKHON SI THAMMARAT,เมืองนครศรีธรรมราช,MUEANG NAKHON SI THAMMARAT,กำแพงเซา,KAMPHAENG SAO,80,8001,1,2023-10N,2020,9692,4693,4999,3169,0.00213248077562866,0.253421742293358
6360,800113,นครศรีธรรมราช,NAKHON SI THAMMARAT,เมืองนครศรีธรรมราช,MUEANG NAKHON SI THAMMARAT,ไชยมนตรี,CHAI MONTRI,80,8001,1,2023-10N,2020,6631,3221,3410,2097,0.0012153521843743,0.166571822434183
6361,800114,นครศรีธรรมราช,NAKHON SI THAMMARAT,เมืองนครศรีธรรมราช,MUEANG NAKHON SI THAMMARAT,มะม่วงสองต้น,MAMUANG SONG TON,80,8001,1,2023-10N,2020,5500,2601,2899,2027,0.000725224150130543,0.146132214295644
6362,800115,นครศรีธรรมราช,NAKHON SI THAMMARAT,เมืองนครศรีธรรมราช,MUEANG NAKHON SI THAMMARAT,นาเคียน,NA KHIAN,80,8001,1,2023-10N,2020,14766,7273,7493,4565,0.0013646055564891,0.197196408500579
6363,800116,นครศรีธรรมราช,NAKHON SI THAMMARAT,เมืองนครศรีธรรมราช,MUEANG NAKHON SI THAMMARAT,ท่างิ้ว,THA NGIO,80,8001,1,2023-10N,2020,10818,5331,5487,4689,0.00539037936965769,0.468540874406719
6364,800118,นครศรีธรรมราช,NAKHON SI THAMMARAT,เมืองนครศรีธรรมราช,MUEANG NAKHON SI THAMMARAT,โพธิ์เสด็จ,PHO SADET,80,8001,1,2023-10N,2020,34575,16405,18170,14909,0.00227993101844959,0.253387262591507
6365,800119,นครศรีธรรมราช,NAKHON SI THAMMARAT,เมืองนครศรีธรรมราช,MUEANG NAKHON SI THAMMARAT,บางจาก,BANG CHAK,80,8001,1,2023-10N,2020,10652,5248,5404,3634,0.0039142427688148,0.314979604882879
6366,800120,นครศรีธรรมราช,NAKHON SI THAMMARAT,เมืองนครศรีธรรมราช,MUEANG NAKHON SI THAMMARAT,ปากพูน,PAK PHUN,80,8001,1,2023-10N,2020,38206,19679,18527,16462,0.00828345946410991,0.505055658296979
6367,800121,นครศรีธรรมราช,NAKHON SI THAMMARAT,เมืองนครศรีธรรมราช,MUEANG NAKHON SI THAMMARAT,ท่าซัก,THA SAK,80,8001,1,2023-10N,2020,11862,5789,6073,5245,0.00394201595889854,0.376719206803886
6368,800122,นครศรีธรรมราช,NAKHON SI THAMMARAT,เมืองนครศรีธรรมราช,MUEANG NAKHON SI THAMMARAT,ท่าเรือ,THA RUEA,80,8001,1,2023-10N,2020,22137,10743,11394,7993,0.00740112862132492,0.428396228258796
6369,800201,นครศรีธรรมราช,NAKHON SI THAMMARAT,พรหมคีรี,PHROM KHIRI,พรหมโลก,PHROMMALOK,80,8002,1,2023-10N,2020,9126,4517,4609,3378,0.00450967120173118,0.338651614280306
