OBJECTID,ADMIN_ID3,NAME1,NAME_ENG1,NAME2,NAME_ENG2,NAME3,NAME_ENG3,ADMIN_ID1,ADMIN_ID2,TYPE,VERSION,POP_YEAR,POPULATION,MALE,FEMALE,HOUSE,Shape__Area,Shape__Length
1,100101,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,พระบรมมหาราชวัง,PHRABOROM MAHARATCHAWANG,10,1001,1,2023-10N,2020,3346,1977,1369,1207,0.000128377061628271,0.0476649923516492
2,100102,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,วังบูรพาภิรมย์,WANG BURAPHA PHIROM,10,1001,1,2023-10N,2020,9650,4880,4770,5363,6.07184294949548e-05,0.0335152839206382
3,100103,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,วัดราชบพิธ,WAT RATCHABOPHIT,10,1001,1,2023-10N,2020,3071,1391,1680,979,1.76982309767482e-05,0.0172885773864342
4,100104,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,สำราญราษฎร์,SAMRAN RAT,10,1001,1,2023-10N,2020,2940,1509,1431,1127,1.9222416995035e-05,0.0190272761450841
5,100105,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,ศาลเจ้าพ่อเสือ,SAN CHAOPHO SUEA,10,1001,1,2023-10N,2020,2959,1256,1703,999,1.25781249380452e-05,0.015230677405852
6,100106,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,เสาชิงช้า,SAO CHINGCHA,10,1001,1,2023-10N,2020,2049,948,1101,698,1.29065491591973e-05,0.0145527520001828
7,100107,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,บวรนิเวศ,BOWON NIWET,10,1001,1,2023-10N,2020,4083,1834,2249,1573,4.08000331617586e-05,0.0309267592469712
8,100108,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,ตลาดยอด,TALAT YOT,10,1001,1,2023-10N,2020,2134,992,1142,1190,1.56240940896168e-05,0.0180212056403123
9,100109,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,ชนะสงคราม,CHANA SONGKHRAM,10,1001,1,2023-10N,2020,1776,860,916,830,2.82710991541535e-05,0.0223001408116667
10,100110,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,บ้านพานถม,BAN PHAN THOM,10,1001,1,2023-10N,2020,6092,2688,3404,2017,3.45023213412787e-05,0.0290303991672647
11,100111,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,บางขุนพรหม,BANG KHUN PHROM,10,1001,1,2023-10N,2020,4063,2033,2030,2183,3.7451569824043e-05,0.0262065225135988
12,100112,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,วัดสามพระยา,WAT SAM PHRAYA,10,1001,1,2023-10N,2020,2760,1307,1453,971,4.22949574385711e-05,0.0276070074530288
13,100201,กรุงเทพมหานคร,BANGKOK,ดุสิต,DUSIT,ดุสิต,DUSIT,10,1002,1,2023-10N,2020,11365,7011,4354,2535,0.000197432036543432,0.058990107904028
14,100202,กรุงเทพมหานคร,BANGKOK,ดุสิต,DUSIT,วชิรพยาบาล,WACHIRA PHAYABAN,10,1002,1,2023-10N,2020,10116,4511,5605,3049,9.49161543530863e-05,0.0424448428525479
15,100203,กรุงเทพมหานคร,BANGKOK,ดุสิต,DUSIT,สวนจิตรลดา,SUAN CHITLADA,10,1002,1,2023-10N,2020,6564,3161,3403,2102,0.000157313656245606,0.0569338528596682
16,100204,กรุงเทพมหานคร,BANGKOK,ดุสิต,DUSIT,สี่แยกมหานาค,SI YAEK MAHANAK,10,1002,1,2023-10N,2020,7090,3475,3615,2422,3.01386019145866e-05,0.0253079016560924
17,100206,กรุงเทพมหานคร,BANGKOK,ดุสิต,DUSIT,ถนนนครไชยศรี,THANON NAKHON CHAISI,10,1002,1,2023-10N,2020,48762,26880,21882,21545,0.000471750541123583,0.0928380337842365
18,100301,กรุงเทพมหานคร,BANGKOK,หนองจอก,NONG CHOK,กระทุ่มราย,KRATHUM RAI,10,1003,1,2023-10N,2020,40146,19539,20607,16400,0.00333506034121456,0.259745267571165
19,100302,กรุงเทพมหานคร,BANGKOK,หนองจอก,NONG CHOK,หนองจอก,NONG CHOK,10,1003,1,2023-10N,2020,22945,11080,11865,8368,0.00255761419282408,0.25175925811052
20,100303,กรุงเทพมหานคร,BANGKOK,หนองจอก,NONG CHOK,คลองสิบ,KHLONG SIP,10,1003,1,2023-10N,2020,9186,4530,4656,2450,0.00255143916820089,0.218414140697256
21,100304,กรุงเทพมหานคร,BANGKOK,หนองจอก,NONG CHOK,คลองสิบสอง,KHLONG SIP SONG,10,1003,1,2023-10N,2020,11858,5803,6055,4369,0.00315937955861045,0.237360951975088
22,100305,กรุงเทพมหานคร,BANGKOK,หนองจอก,NONG CHOK,โคกแฝด,KHOK FAET,10,1003,1,2023-10N,2020,34401,16864,17537,12138,0.00189155468251556,0.211738802980004
23,100306,กรุงเทพมหานคร,BANGKOK,หนองจอก,NONG CHOK,คู้ฝั่งเหนือ,KHU FUNG NUEA,10,1003,1,2023-10N,2020,17927,8700,9227,6294,0.00151063416387842,0.170266559968217
24,100307,กรุงเทพมหานคร,BANGKOK,หนองจอก,NONG CHOK,ลำผักชี,LAM PHAK CHI,10,1003,1,2023-10N,2020,31810,15270,16540,13743,0.00268611275112107,0.246110948152949
25,100308,กรุงเทพมหานคร,BANGKOK,หนองจอก,NONG CHOK,ลำต้อยติ่ง,LAM TOITING,10,1003,1,2023-10N,2020,9706,4778,4928,2992,0.00216645387308745,0.263207733160414
26,100401,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,มหาพฤฒาราม,MAHA PHRUETTHARAM,10,1004,1,2023-10N,2020,10527,4805,5722,6477,5.42009055379822e-05,0.036544133110948
27,100402,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,สีลม,SI LOM,10,1004,1,2023-10N,2020,17674,8524,9150,12502,0.00012705240771993,0.0648958669627424
28,100403,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,สุริยวงศ์,SURIYAWONG,10,1004,1,2023-10N,2020,4526,2153,2373,4923,5.02826924275723e-05,0.0460119079833999
29,100404,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,บางรัก,BANG RAK,10,1004,1,2023-10N,2020,2672,1308,1364,1446,4.15296555047462e-05,0.0317838662473595
30,100405,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,สี่พระยา,SI PHRAYA,10,1004,1,2023-10N,2020,10358,4737,5621,7023,6.38801747072648e-05,0.0420557981267582
31,100502,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,อนุสาวรีย์,ANUSAWARI,10,1005,1,2023-10N,2020,89719,43127,46592,60370,0.00151001431424902,0.173118974845433
32,100508,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,ท่าแร้ง,THA RAENG,10,1005,1,2023-10N,2020,97658,44871,52787,54291,0.00190497119160682,0.217131316352937
33,100601,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คลองจั่น,KHLONG CHAN,10,1006,1,2023-10N,2020,76934,35270,41664,48476,0.000983803862368404,0.166645719528721
34,100608,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,หัวหมาก,HUA MAK,10,1006,1,2023-10N,2020,67798,30562,37236,58627,0.00132267291496646,0.196417281235197
35,100701,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,รองเมือง,RONG MUEANG,10,1007,1,2023-10N,2020,16613,7983,8630,7091,0.000103538698681405,0.0439873457294259
36,100702,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,วังใหม่,WANG MAI,10,1007,1,2023-10N,2020,5802,2844,2958,5953,0.00011182142202415,0.0456317010023319
37,100703,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ปทุมวัน,PATHUM WAN,10,1007,1,2023-10N,2020,3115,1257,1858,1021,0.000175619026435925,0.0554718243305862
38,100704,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ลุมพินี,LUMPHINI,10,1007,1,2023-10N,2020,17808,8226,9582,18525,0.000280678378658195,0.0730409237441383
39,100801,กรุงเทพมหานคร,BANGKOK,ป้อมปราบศัตรูพ่าย,POM PRAP SATTRU PHAI,ป้อมปราบ,POM PRAP,10,1008,1,2023-10N,2020,13758,6635,7123,6449,5.17688933996396e-05,0.0326538626958998
40,100802,กรุงเทพมหานคร,BANGKOK,ป้อมปราบศัตรูพ่าย,POM PRAP SATTRU PHAI,วัดเทพศิรินทร์,WAT THEPSIRIN,10,1008,1,2023-10N,2020,6218,3071,3147,2743,3.68050147017129e-05,0.0261005664634304
41,100803,กรุงเทพมหานคร,BANGKOK,ป้อมปราบศัตรูพ่าย,POM PRAP SATTRU PHAI,คลองมหานาค,KHLONG MAHANAK,10,1008,1,2023-10N,2020,8751,4147,4604,5630,4.8531090897086e-05,0.0278434095157685
42,100804,กรุงเทพมหานคร,BANGKOK,ป้อมปราบศัตรูพ่าย,POM PRAP SATTRU PHAI,บ้านบาตร,BAN BAT,10,1008,1,2023-10N,2020,6244,3147,3097,2586,3.38224408551469e-05,0.0275325574057309
43,100805,กรุงเทพมหานคร,BANGKOK,ป้อมปราบศัตรูพ่าย,POM PRAP SATTRU PHAI,วัดโสมนัส,WAT SOMMANAT,10,1008,1,2023-10N,2020,6553,3197,3356,2219,3.80608464638499e-05,0.0283843308300772
44,100905,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,บางจาก,BANG CHAK,10,1009,1,2023-10N,2020,66915,30029,36886,43155,0.000706618054437058,0.119404681484829
45,100910,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,พระโขนงใต้,PHRA KHANONG TAI,10,1009,1,2023-10N,2020,20941,9584,11357,16852,0.000395900384546621,0.0805195174367933
46,101001,กรุงเทพมหานคร,BANGKOK,มีนบุรี,MIN BURI,มีนบุรี,MIN BURI,10,1010,1,2023-10N,2020,97012,45254,51758,47346,0.00207709828248426,0.241180293184647
47,101002,กรุงเทพมหานคร,BANGKOK,มีนบุรี,MIN BURI,แสนแสบ,SAEN SAEP,10,1010,1,2023-10N,2020,45185,21846,23339,14319,0.00295628488049715,0.262041016118064
48,101101,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,ลาดกระบัง,LAT KRABANG,10,1011,1,2023-10N,2020,30601,14384,16217,18953,0.000929490346038619,0.191136270336689
49,101102,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คลองสองต้นนุ่น,KHLONG SONG TON NUN,10,1011,1,2023-10N,2020,67794,32143,35651,33322,0.00135109477332662,0.157629740537517
50,101103,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คลองสามประเวศ,KHLONG SAM PRAWET,10,1011,1,2023-10N,2020,16063,7583,8480,11311,0.00148439216593488,0.168238293929765
51,101104,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,ลำปลาทิว,LAM PLA THIO,10,1011,1,2023-10N,2020,25261,12131,13130,13265,0.00281233078931109,0.275113885629411
52,101105,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,ทับยาว,THAP YAO,10,1011,1,2023-10N,2020,31012,14822,16190,18432,0.00227617329767327,0.254701364584237
53,101106,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,ขุมทอง,KHUM THONG,10,1011,1,2023-10N,2020,8240,4068,4172,2977,0.00191236871773981,0.219119615445645
54,101203,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,ช่องนนทรี,CHONG NONSI,10,1012,1,2023-10N,2020,47872,21998,25874,33896,0.000623257910547181,0.123636558384429
55,101204,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,บางโพงพาง,BANG PHONGPHANG,10,1012,1,2023-10N,2020,28692,13646,15046,19718,0.000412238734270431,0.0951367143768909
56,101301,กรุงเทพมหานคร,BANGKOK,สัมพันธวงศ์,SAMPHANTHAWONG,จักรวรรดิ,CHAKKRAWAT,10,1013,1,2023-10N,2020,6461,3192,3269,5024,4.21768960450208e-05,0.0259103426150506
57,101302,กรุงเทพมหานคร,BANGKOK,สัมพันธวงศ์,SAMPHANTHAWONG,สัมพันธวงศ์,SAMPHANTHAWONG,10,1013,1,2023-10N,2020,7998,3897,4101,4427,4.17611416878572e-05,0.0374111844161337
58,101303,กรุงเทพมหานคร,BANGKOK,สัมพันธวงศ์,SAMPHANTHAWONG,ตลาดน้อย,TALAT NOI,10,1013,1,2023-10N,2020,6865,3278,3587,3746,3.37922496100873e-05,0.0291766091882347
59,101401,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,สามเสนใน,SAM SEN NAI,10,1014,1,2023-10N,2020,31075,16099,14976,20774,0.000381606290488889,0.0891318011736607
60,101406,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,พญาไท,PHAYA THAI,10,1014,1,2023-10N,2020,36313,17017,19296,23953,0.000391964650589216,0.0851593282266568
61,101501,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,วัดกัลยาณ์,WAT KANLAYA,10,1015,1,2023-10N,2020,8403,3935,4468,2766,6.02265063207597e-05,0.031534132284168
62,101502,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,หิรัญรูจี,HIRANRUCHI,10,1015,1,2023-10N,2020,11853,5574,6279,3962,5.44362443406499e-05,0.029681581046349
63,101503,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,บางยี่เรือ,BANG YI RUEA,10,1015,1,2023-10N,2020,20103,9661,10442,7940,8.58559294556471e-05,0.0435956950234443
64,101504,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,บุคคโล,BUKKHALO,10,1015,1,2023-10N,2020,16651,7665,8986,12982,0.000115610025886781,0.0456807545072361
65,101505,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,ตลาดพลู,TALAT PHLU,10,1015,1,2023-10N,2020,14735,6823,7912,9089,9.43273915936516e-05,0.0406686718585457
66,101506,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,ดาวคะนอง,DAO KHANONG,10,1015,1,2023-10N,2020,17211,8014,9197,12428,0.000143460728281752,0.0600088618151036
67,101507,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,สำเหร่,SAMRE,10,1015,1,2023-10N,2020,14421,6722,7699,8540,0.000119661285793882,0.0521313140296826
68,101601,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,วัดอรุณ,WAT ARUN,10,1016,1,2023-10N,2020,12084,6061,6023,4160,7.30554578467491e-05,0.035894464518109
69,101602,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,วัดท่าพระ,WAT THA PHRA,10,1016,1,2023-10N,2020,51777,23926,27851,28098,0.000452876422514237,0.0840951931679354
70,101701,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,ห้วยขวาง,HUAI KHWANG,10,1017,1,2023-10N,2020,26991,11996,14995,34234,0.00040417429977424,0.106008655852049
71,101702,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,บางกะปิ,BANG KAPI,10,1017,1,2023-10N,2020,19414,8867,10547,25887,0.000511135151441522,0.108226666343796
72,101704,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,สามเสนนอก,SAM SEN NOK,10,1017,1,2023-10N,2020,37828,16851,20977,24925,0.000447347602857917,0.115439285742088
73,101801,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,สมเด็จเจ้าพระยา,SOMDET CHAOPHRAYA,10,1018,1,2023-10N,2020,12373,5804,6569,5057,7.74464779169648e-05,0.0373950754575571
74,101802,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คลองสาน,KHLONG SAN,10,1018,1,2023-10N,2020,14549,6983,7566,6402,8.67085833533565e-05,0.0519839821848415
75,101803,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,บางลำภูล่าง,BANG LAMPHU LANG,10,1018,1,2023-10N,2020,23513,10798,12715,13315,0.000189198261296042,0.0546875488324975
76,101804,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คลองต้นไทร,KHLONG TON SAI,10,1018,1,2023-10N,2020,18704,8384,10320,15150,0.00014254624034038,0.0553675651507834
77,101901,กรุงเทพมหานคร,BANGKOK,ตลิ่งชัน,TALING CHAN,คลองชักพระ,KHLONG CHAK PHRA,10,1019,1,2023-10N,2020,9982,4656,5326,4611,0.000102944830928209,0.101831660605672
78,101902,กรุงเทพมหานคร,BANGKOK,ตลิ่งชัน,TALING CHAN,ตลิ่งชัน,TALING CHAN,10,1019,1,2023-10N,2020,24515,11358,13157,11384,0.000518123329356968,0.110501853178104
79,101903,กรุงเทพมหานคร,BANGKOK,ตลิ่งชัน,TALING CHAN,ฉิมพลี,CHIMPHLI,10,1019,1,2023-10N,2020,23782,11015,12767,9596,0.000763081397622045,0.123830176517828
80,101904,กรุงเทพมหานคร,BANGKOK,ตลิ่งชัน,TALING CHAN,บางพรม,BANG PHROM,10,1019,1,2023-10N,2020,13553,6430,7123,4886,0.000427374593073182,0.127777515588324
81,101905,กรุงเทพมหานคร,BANGKOK,ตลิ่งชัน,TALING CHAN,บางระมาด,BANG RAMAT,10,1019,1,2023-10N,2020,19783,9311,10472,8032,0.000818740189743039,0.129805951528442
82,101907,กรุงเทพมหานคร,BANGKOK,ตลิ่งชัน,TALING CHAN,บางเชือกหนัง,BANG CHUEAK NANG,10,1019,1,2023-10N,2020,12002,5621,6381,4389,0.000349617201209185,0.120228717278591
83,102004,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,ศิริราช,SIRIRAT,10,1020,1,2023-10N,2020,13458,6889,6569,4336,0.000114777418616541,0.0597424184379622
84,102005,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,บ้านช่างหล่อ,BAN CHANG LO,10,1020,1,2023-10N,2020,29122,13906,15216,12306,0.000193097435158052,0.0610877990615304
85,102006,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,บางขุนนนท์,BANG KHUN NON,10,1020,1,2023-10N,2020,10732,5288,5444,4470,0.000137267368245375,0.0533395521736384
86,102007,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,บางขุนศรี,BANG KHUN SI,10,1020,1,2023-10N,2020,31043,14180,16863,15959,0.000330747543102916,0.0855647657480503
87,102009,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,อรุณอมรินทร์,ARUN AMMARIN,10,1020,1,2023-10N,2020,19436,8837,10599,13581,0.000252692667572774,0.0793024299640809
88,102105,กรุงเทพมหานคร,BANGKOK,บางขุนเทียน,BANG KHUN THIAN,ท่าข้าม,THA KHAM,10,1021,1,2023-10N,2020,61011,28827,32184,30267,0.00619334948680716,0.614594852719641
89,102107,กรุงเทพมหานคร,BANGKOK,บางขุนเทียน,BANG KHUN THIAN,แสมดำ,SAMAE DAM,10,1021,1,2023-10N,2020,125133,58917,66216,60746,0.00409819116873678,0.336682125378333
90,102201,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,บางหว้า,BANG WA,10,1022,1,2023-10N,2020,37283,17246,20037,27204,0.000515949196028487,0.133368092856414
91,102202,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,บางด้วน,BANG DUAN,10,1022,1,2023-10N,2020,28156,13293,14863,10728,0.00029449611383825,0.0729970173252379
92,102206,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,บางจาก,BANG CHAK,10,1022,1,2023-10N,2020,8156,3761,4395,3683,0.000105016128031821,0.0435814481715841
93,102207,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,บางแวก,BANG WAEK,10,1022,1,2023-10N,2020,18757,8626,10131,9518,0.000230900702717918,0.0773253336393966
94,102208,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คลองขวาง,KHLONG KHWANG,10,1022,1,2023-10N,2020,10928,5158,5770,3693,0.000227397354819914,0.0687257511465143
95,102209,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,ปากคลองภาษีเจริญ,PAK KHLONG PHASI CHAROEN,10,1022,1,2023-10N,2020,14975,6987,7988,9098,0.000147537588986779,0.0598012288905936
96,102210,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คูหาสวรรค์,KHUHA SAWAN,10,1022,1,2023-10N,2020,6063,2875,3188,1919,7.72187855773154e-05,0.0533396910856282
97,102302,กรุงเทพมหานคร,BANGKOK,หนองแขม,NONG KHAEM,หนองแขม,NONG KHAEM,10,1023,1,2023-10N,2020,80478,37197,43281,30644,0.00161880294774619,0.177205305979756
98,102303,กรุงเทพมหานคร,BANGKOK,หนองแขม,NONG KHAEM,หนองค้างพลู,NONG KHANG PHLU,10,1023,1,2023-10N,2020,75725,35687,40038,32031,0.00142304657958903,0.189265435763288
99,102401,กรุงเทพมหานคร,BANGKOK,ราษฎร์บูรณะ,RAT BURANA,ราษฎร์บูรณะ,RAT BURANA,10,1024,1,2023-10N,2020,31049,14616,16433,13839,0.000452957792504094,0.100992315859758
100,102402,กรุงเทพมหานคร,BANGKOK,ราษฎร์บูรณะ,RAT BURANA,บางปะกอก,BANG PAKOK,10,1024,1,2023-10N,2020,47638,22871,24767,23825,0.00061267774958651,0.130629144488694
101,102501,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,บางพลัด,BANG PHLAT,10,1025,1,2023-10N,2020,21953,10159,11794,9863,0.000278995237636082,0.0968884999323699
102,102502,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,บางอ้อ,BANG O,10,1025,1,2023-10N,2020,24225,11070,13155,14367,0.00026008497593466,0.0711359672029844
103,102503,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,บางบำหรุ,BANG BAMRU,10,1025,1,2023-10N,2020,17957,7901,10056,13703,0.000200395807837594,0.0639111990645417
104,102504,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,บางยี่ขัน,BANG YI KHAN,10,1025,1,2023-10N,2020,25282,11579,13703,17905,0.0002514762145438,0.0628757246994839
105,102601,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,ดินแดง,DIN DAENG,10,1026,1,2023-10N,2020,71845,32922,38923,39207,0.000374466448306521,0.0944264424315201
106,102602,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,รัชดาภิเษก,RATCHADAPHISEK,10,1026,1,2023-10N,2020,43663,20266,23397,24614,0.000330058763438501,0.0923969096687064
107,102701,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คลองกุ่ม,KHLONG KUM,10,1027,1,2023-10N,2020,69071,31669,37402,35109,0.000865295725361648,0.130544143888693
108,102704,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,นวมินทร์,NAWAMIN,10,1027,1,2023-10N,2020,26886,12166,14720,13209,0.000392660779880316,0.114620686050929
109,102705,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,นวลจันทร์,NUAN CHAN,10,1027,1,2023-10N,2020,44860,20364,24496,27625,0.000698937532888522,0.12059349525973
110,102801,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,ทุ่งวัดดอน,THUNG WAT DON,10,1028,1,2023-10N,2020,37107,17256,19851,17813,0.00020494841078289,0.0663322896125534
111,102802,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,ยานนาวา,YAN NAWA,10,1028,1,2023-10N,2020,19524,9230,10294,10880,0.000149964270121927,0.0631669330030166
112,102803,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,ทุ่งมหาเมฆ,THUNG MAHAMEK,10,1028,1,2023-10N,2020,19104,9342,9762,14766,0.000249565780336525,0.076360282676108
113,102901,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,บางซื่อ,BANG SUE,10,1029,1,2023-10N,2020,79405,37366,42039,51289,0.000541031131092495,0.0924354167927136
114,102902,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,วงศ์สว่าง,WONG SAWANG,10,1029,1,2023-10N,2020,43005,19573,23432,24827,0.000541311188044347,0.119279862371766
115,103001,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,ลาดยาว,LAT YAO,10,1030,1,2023-10N,2020,41238,19109,22129,28645,0.000888946688064607,0.130610955677128
116,103002,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,เสนานิคม,SENA NIKHOM,10,1030,1,2023-10N,2020,20557,9516,11041,19265,0.000237749457596692,0.073396989000835
117,103003,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,จันทรเกษม,CHAN KASEM,10,1030,1,2023-10N,2020,38438,17822,20616,27454,0.000490826863256189,0.0993635598310947
118,103004,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,จอมพล,CHOMPHON,10,1030,1,2023-10N,2020,33058,14560,18498,36628,0.000464934978936071,0.0938192750650455
119,103005,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,จตุจักร,CHATUCHAK,10,1030,1,2023-10N,2020,22006,10787,11219,14578,0.000642803263644964,0.119391360945012
120,103101,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,บางคอแหลม,BANG KHO LAEM,10,1031,1,2023-10N,2020,22697,10652,12045,10421,0.000176326234736734,0.0530969385240218
121,103102,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,วัดพระยาไกร,WAT PHRAYA KRAI,10,1031,1,2023-10N,2020,24198,11423,12775,10456,0.000142805512950872,0.0491970247853336
122,103103,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,บางโคล่,BANG KHLO,10,1031,1,2023-10N,2020,35838,17009,18829,18935,0.000396426247448289,0.0864193390200239
123,103201,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,ประเวศ,PRAWET,10,1032,1,2023-10N,2020,87676,41352,46324,36666,0.00206147068786322,0.207425586690024
124,103202,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,หนองบอน,NONG BON,10,1032,1,2023-10N,2020,41429,19198,22231,24016,0.00107661151230332,0.137930027077143
125,103203,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,ดอกไม้,DOKMAI,10,1032,1,2023-10N,2020,52716,24793,27923,31327,0.00136494815501464,0.160350960141026
126,103301,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คลองเตย,KHLONG TOEI,10,1033,1,2023-10N,2020,61187,29675,31512,33418,0.00063505780099149,0.14214880504897
127,103302,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คลองตัน,KHLONG TAN,10,1033,1,2023-10N,2020,10563,4799,5764,15922,0.000162379059133855,0.0565740286618914
128,103303,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,พระโขนง,PHRA KHANONG,10,1033,1,2023-10N,2020,21443,9682,11761,28162,0.000327905028029818,0.0951765192376606
